,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
0,20-Jun-2023,EQ,"5,021.05","5,062.50","5,008.05","5,021.05","5,062.35","5,056.45","5,034.47","5,064.40","3,270.95","251,372","1,265,524,757.20","23,083"
1,19-Jun-2023,EQ,"5,050.00","5,064.40","5,002.30","5,044.70","5,014.70","5,021.05","5,039.63","5,064.40","3,270.95","197,576","995,710,419.95","21,548"
2,16-Jun-2023,EQ,"4,975.45","5,058.60","4,970.00","4,975.45","5,040.00","5,044.70","5,026.94","5,058.60","3,270.95","407,485","2,048,402,790.85","35,631"
3,15-Jun-2023,EQ,"4,950.00","5,019.90","4,914.30","4,941.65","4,973.00","4,975.45","4,980.98","5,019.90","3,270.95","452,909","2,255,932,841.80","34,299"
4,14-Jun-2023,EQ,"4,947.00","4,977.00","4,922.00","4,940.10","4,937.00","4,941.65","4,951.03","4,980.00","3,270.95","234,174","1,159,403,485.15","22,555"
5,13-Jun-2023,EQ,"4,904.95","4,951.65","4,892.30","4,900.25","4,931.00","4,940.10","4,935.51","4,980.00","3,270.95","326,814","1,612,995,370.35","25,219"
6,12-Jun-2023,EQ,"4,899.00","4,910.00","4,865.00","4,878.75","4,902.00","4,900.25","4,891.19","4,980.00","3,270.95","233,763","1,143,379,689.80","23,440"
7,09-Jun-2023,EQ,"4,886.30","4,980.00","4,836.10","4,875.05","4,894.95","4,878.75","4,914.24","4,980.00","3,270.95","820,375","4,031,521,226.55","73,833"
8,08-Jun-2023,EQ,"4,901.90","4,914.75","4,856.50","4,893.15","4,880.00","4,875.05","4,880.44","4,914.75","3,270.95","381,452","1,861,652,591.70","34,208"
9,07-Jun-2023,EQ,"4,715.00","4,907.95","4,715.00","4,705.40","4,901.45","4,893.15","4,856.69","4,907.95","3,270.95","1,390,193","6,751,738,313.10","88,156"
