,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
0,20-Jun-2023,EQ,"1,294.00","1,305.00","1,291.10","1,294.00","1,304.50","1,303.40","1,299.80","1,672.60","1,185.30","4,009,180","5,211,150,582.55","129,677"
1,19-Jun-2023,EQ,"1,294.00","1,299.50","1,287.05","1,291.65","1,292.50","1,294.00","1,292.58","1,672.60","1,185.30","4,451,787","5,754,281,563.90","123,872"
2,16-Jun-2023,EQ,"1,287.00","1,301.50","1,281.05","1,286.80","1,290.00","1,291.65","1,290.23","1,672.60","1,185.30","8,536,287","11,013,781,162.55","185,318"
3,15-Jun-2023,EQ,"1,293.95","1,293.95","1,282.65","1,300.40","1,287.00","1,286.80","1,287.49","1,672.60","1,185.30","6,161,155","7,932,447,626.70","190,175"
4,14-Jun-2023,EQ,"1,306.35","1,306.70","1,293.20","1,304.85","1,302.00","1,300.40","1,298.26","1,672.60","1,185.30","3,457,981","4,489,368,747.25","154,625"
5,13-Jun-2023,EQ,"1,299.90","1,306.50","1,297.05","1,291.95","1,304.90","1,304.85","1,303.05","1,672.60","1,185.30","4,846,587","6,315,361,306.70","238,816"
6,12-Jun-2023,EQ,"1,273.50","1,295.70","1,273.00","1,265.95","1,292.65","1,291.95","1,288.72","1,672.60","1,185.30","4,785,588","6,167,263,779.80","205,416"
7,09-Jun-2023,EQ,"1,282.50","1,282.50","1,264.00","1,282.80","1,266.60","1,265.95","1,268.53","1,672.60","1,185.30","5,339,073","6,772,791,477.40","230,254"
8,08-Jun-2023,EQ,"1,286.20","1,292.00","1,281.10","1,288.95","1,283.30","1,282.80","1,286.41","1,672.60","1,185.30","5,034,942","6,476,975,763.90","194,917"
9,07-Jun-2023,EQ,"1,290.50","1,294.00","1,282.50","1,279.00","1,288.80","1,288.95","1,288.30","1,672.60","1,185.30","5,397,578","6,953,703,730.40","216,607"
10,06-Jun-2023,EQ,"1,288.60","1,288.60","1,273.00","1,304.50","1,281.00","1,279.00","1,278.94","1,672.60","1,185.30","10,008,100","12,799,783,085.80","429,482"
11,05-Jun-2023,EQ,"1,304.00","1,309.45","1,297.30","1,299.00","1,306.00","1,304.50","1,305.52","1,672.60","1,185.30","5,002,553","6,530,940,466.45","146,088"
12,02-Jun-2023,EQ,"1,309.00","1,312.90","1,296.05","1,319.50","1,299.70","1,299.00","1,302.59","1,672.60","1,185.30","10,909,311","14,210,401,347.45","325,917"
13,01-Jun-2023,EQ,"1,322.55","1,329.50","1,318.10","1,318.30","1,320.55","1,319.50","1,322.90","1,672.60","1,185.30","4,277,841","5,659,176,889.55","189,819"
14,31-May-2023,EQ,"1,319.85","1,331.10","1,314.15","1,323.85","1,317.80","1,318.30","1,320.55","1,672.60","1,185.30","17,800,782","23,506,891,088.20","180,184"
15,30-May-2023,EQ,"1,315.00","1,326.40","1,309.15","1,314.40","1,322.40","1,323.85","1,318.50","1,672.60","1,185.30","6,274,719","8,273,197,083.60","167,284"
16,29-May-2023,EQ,"1,332.70","1,332.70","1,309.85","1,317.45","1,315.00","1,314.40","1,316.49","1,672.60","1,185.30","4,419,365","5,818,035,563.65","160,816"
17,26-May-2023,EQ,"1,306.00","1,323.45","1,306.00","1,304.35","1,316.00","1,317.45","1,317.45","1,672.60","1,185.30","5,521,606","7,274,438,393.35","167,863"
18,25-May-2023,EQ,"1,294.50","1,307.00","1,289.25","1,298.65","1,306.00","1,304.35","1,298.27","1,672.60","1,185.30","4,334,121","5,626,853,058.25","108,453"
19,24-May-2023,EQ,"1,296.30","1,305.00","1,291.30","1,300.05","1,299.90","1,298.65","1,299.49","1,672.60","1,185.30","4,824,077","6,268,859,654.15","125,041"
20,23-May-2023,EQ,"1,299.20","1,314.15","1,297.05","1,292.80","1,300.80","1,300.05","1,306.71","1,672.60","1,185.30","7,436,031","9,716,702,068.30","222,142"
21,22-May-2023,EQ,"1,272.95","1,295.60","1,270.25","1,268.90","1,291.80","1,292.80","1,286.85","1,672.60","1,185.30","7,625,947","9,813,424,557.30","185,776"
22,19-May-2023,EQ,"1,256.05","1,273.30","1,252.80","1,246.00","1,269.00","1,268.90","1,267.85","1,672.60","1,185.30","11,094,136","14,065,670,107.50","226,582"
23,18-May-2023,EQ,"1,258.60","1,259.65","1,242.45","1,246.90","1,249.95","1,246.00","1,251.78","1,672.60","1,185.30","6,948,732","8,698,306,736.25","196,055"
24,17-May-2023,EQ,"1,260.60","1,260.95","1,242.45","1,264.30","1,248.40","1,246.90","1,248.69","1,672.60","1,185.30","10,465,667","13,068,346,605.80","325,651"
25,16-May-2023,EQ,"1,265.00","1,273.95","1,262.75","1,258.35","1,263.15","1,264.30","1,268.45","1,672.60","1,185.30","5,236,469","6,642,219,899.60","226,514"
26,15-May-2023,EQ,"1,249.90","1,268.90","1,245.65","1,245.20","1,258.40","1,258.35","1,261.92","1,672.60","1,185.30","5,534,710","6,984,373,569.40","292,801"
27,12-May-2023,EQ,"1,253.35","1,256.00","1,239.05","1,256.10","1,247.00","1,245.20","1,247.46","1,672.60","1,185.30","8,292,212","10,344,238,724.75","358,335"
28,11-May-2023,EQ,"1,270.25","1,275.90","1,253.05","1,263.25","1,257.95","1,256.10","1,263.79","1,672.60","1,185.30","6,888,461","8,705,578,132.05","292,712"
29,10-May-2023,EQ,"1,276.40","1,276.40","1,259.15","1,270.70","1,264.00","1,263.25","1,264.19","1,672.60","1,185.30","6,515,734","8,237,132,025.55","251,732"
30,09-May-2023,EQ,"1,266.00","1,272.00","1,260.70","1,265.60","1,271.55","1,270.70","1,268.61","1,672.60","1,185.30","4,969,897","6,304,837,447.50","149,093"
31,08-May-2023,EQ,"1,262.45","1,270.30","1,255.20","1,259.10","1,266.50","1,265.60","1,264.62","1,672.60","1,185.30","5,260,842","6,652,949,232.95","175,093"
32,05-May-2023,EQ,"1,279.00","1,279.00","1,254.25","1,273.55","1,260.40","1,259.10","1,262.94","1,672.60","1,185.30","5,373,791","6,786,776,239.30","175,015"
33,04-May-2023,EQ,"1,268.95","1,275.80","1,262.50","1,269.15","1,272.50","1,273.55","1,271.17","1,672.60","1,185.30","4,505,401","5,727,114,799.70","157,671"
34,03-May-2023,EQ,"1,266.00","1,272.50","1,262.10","1,277.45","1,268.00","1,269.15","1,268.21","1,672.60","1,185.30","5,549,783","7,038,285,252.90","138,772"
35,02-May-2023,EQ,"1,254.55","1,279.75","1,254.55","1,252.75","1,278.10","1,277.45","1,272.67","1,672.60","1,185.30","8,886,401","11,309,440,091.60","278,371"
36,28-Apr-2023,EQ,"1,255.70","1,259.00","1,244.95","1,246.25","1,252.95","1,252.75","1,252.17","1,672.60","1,185.30","10,118,277","12,669,777,883.05","240,556"
37,27-Apr-2023,EQ,"1,230.00","1,247.80","1,225.40","1,227.55","1,247.00","1,246.25","1,237.22","1,672.60","1,185.30","8,020,704","9,923,408,235.75","206,555"
38,26-Apr-2023,EQ,"1,228.00","1,233.00","1,220.55","1,224.90","1,227.00","1,227.55","1,226.74","1,672.60","1,185.30","5,680,192","6,968,097,179.25","166,360"
39,25-Apr-2023,EQ,"1,225.95","1,235.50","1,215.00","1,226.30","1,227.00","1,224.90","1,226.05","1,672.60","1,185.30","6,808,576","8,347,624,194.35","210,989"
40,24-Apr-2023,EQ,"1,228.00","1,230.00","1,218.00","1,227.35","1,228.85","1,226.30","1,223.22","1,672.60","1,185.30","8,313,774","10,169,581,098.40","274,139"
41,21-Apr-2023,EQ,"1,228.10","1,233.25","1,220.00","1,223.40","1,227.00","1,227.35","1,226.45","1,672.60","1,185.30","8,691,352","10,659,541,176.70","209,013"
42,20-Apr-2023,EQ,"1,230.70","1,237.85","1,221.40","1,232.20","1,223.50","1,223.40","1,227.55","1,672.60","1,185.30","8,621,249","10,582,996,524.25","296,296"
43,19-Apr-2023,EQ,"1,254.35","1,254.35","1,229.40","1,259.35","1,230.95","1,232.20","1,238.18","1,672.60","1,185.30","11,307,230","14,000,360,449.75","403,650"
44,18-Apr-2023,EQ,"1,269.95","1,269.95","1,253.10","1,258.30","1,259.00","1,259.35","1,260.58","1,672.60","1,185.30","12,430,884","15,670,147,000.65","454,051"
45,17-Apr-2023,EQ,"1,250.30","1,261.15","1,185.30","1,389.20","1,259.00","1,258.30","1,239.97","1,672.60","1,185.30","53,171,705","65,931,104,710.55","1,324,241"
